"Title";"Bedrooms";"Bathrooms";"Floor_no";"Occupancy_status";"Floor_area";"City";"price_in_taka";"Location";"price_per_sqft"
"1285 SQ.FT APARTMENT FOR SALE IN JIGATOLA.";3;3;8;"VACANT";1285;"DHAKA";7788000;"JIGATOLA, HAZARIBAG";6060.7004
"1300 SQ FT APARTMENT FOR SALE IN CHANDRA NAGAR, NEAR ABU DARDA JAMGEE MASJID";3;2;1;"VACANT";1300;"CHATTOGRAM";5800000;"CHADRA NAGAR, BAYAZID";4461.5385
"1300 SQ FT APARTMENT WITH 3 BEDROOMS FOR SALE IN HAZARIBAG, JIGATOLA";3;3;1;"VACANT";1300;"DHAKA";6000000;"JIGATOLA, HAZARIBAG";4615.3846
"1300 SQ FT FLAT IS AVAILABLE FOR SALE AT CDA RESIDENTIAL AREA, DOUBLE MOORING";3;3;4;"VACANT";1300;"CHATTOGRAM";6000000;"SOUTH AGRABAD, DOUBLE MOORING";4615.3846
"1300 SQ FT FLAT IS NOW VACANT FOR SALE IN SHYAMPUR";3;3;6;"VACANT";1300;"DHAKA";8000000;"WEST DOLAIRPAR, SHYAMPUR";6153.8462
"1300 SQ FT FLAT WITH 3 BEDROOMS FOR SALE AT SOUTH KHULSHI";3;3;6;"VACANT";1300;"CHATTOGRAM";9700000;"SOUTH KHULSHI, KHULSHI";7461.5385
"1300 SQ FT RESIDENTIAL APARTMENT IS UP FOR SALE AT UTTARA, SECTOR 10";3;3;6;"VACANT";1300;"DHAKA";8000000;"SECTOR 10, UTTARA";6153.8462
"1300 SQ.FT FLAT FOR SALE AT SOUTH AGRABAD";3;3;2;"VACANT";1300;"CHATTOGRAM";7150000;"SOUTH AGRABAD, DOUBLE MOORING";5500.0
"1300 SQUARE FEET RESIDENTIAL FLAT WITH NICELY BUILT ROOMS IS UP FOR SALE IN SHYAMPUR";3;3;3;"VACANT";1300;"DHAKA";8000000;"WEST DOLAIRPAR, SHYAMPUR";6153.8462
"1300 SQUARE FT RESIDENTIAL APARTMENT FOR SALE AT PALLABI BESIDE TO PALLABI MAZEDUL ISLAM MODEL HIGH SCHOOL";3;3;8;"VACANT";1300;"DHAKA";7800000;"PALLABI, MIRPUR";6000.0
"1305 APARTMENT IN A CONVENIENT PRICE IS FOR SALE AT SOUTH KHULSHI";3;3;8;"VACANT";1305;"CHATTOGRAM";11000000;"SOUTH KHULSHI, KHULSHI";8429.1188
"1305 SQ FT MODERN APARTMENT FOR SALE AT SOUTH KHULSHI";3;3;5;"VACANT";1305;"CHATTOGRAM";11000000;"SOUTH KHULSHI, KHULSHI";8429.1188
"1310 SQ. FT APARTMENT FOR SALE IN MAYOR GOLI NEAR AMIN JUTE MILLS LIMITED";3;3;9;"VACANT";1310;"CHATTOGRAM";5500000;"MAYOR GOLI, 7 NO. WEST SHOLOSHOHOR WARD";4198.4733
"1310 SQUARE FEET FLAT IS AVAILABLE FOR SALE IN BASHUNDHARA R-A, BLOCK J";3;3;2;"VACANT";1310;"DHAKA";12000000;"BLOCK J, BASHUNDHARA R-A";9160.3053
"1315 SQUARE FEET NICE APARTMENT READY FOR SALE AT KALAMIA BAZAR ,BAKALIA";3;3;5;"VACANT";1315;"CHATTOGRAM";5260000;"18 NO. EAST BAKALIA WARD, BAKALIA";4000.0
"1316 SQ FT FINE FLAT IS NOW FOR SALE WHICH IS IN BASHUNDHARA R/A NEAR TO IUB";3;4;3;"VACANT";1316;"DHAKA";13500000;"BLOCK C, BASHUNDHARA R-A";10258.3587
"1320 SQ FT FLAT WITH 3 BEDROOMS FOR SALE IN 7 NO. WEST SHOLOSHOHOR WARD";3;3;3;"VACANT";1320;"CHATTOGRAM";7000000;"CDA AVENUE, 7 NO. WEST SHOLOSHOHOR WARD";5303.0303
"1322 SQ FT NICELY PLANNED APARTMENT IS AVAILABLE FOR SALE IN SHAHJADPUR, BADDA";3;3;4;"VACANT";1322;"DHAKA";9000000;"SHAHJADPUR, BADDA";6807.8669
"1324 SQ FT LARGE FLAT FOR SALE IN HILLVIEW RESIDENTIAL AREA";3;3;1;"VACANT";1324;"CHATTOGRAM";9400000;"HILLVIEW RESIDENTIAL AREA, 15 NO. BAGMONIRAM WARD";7099.6979
"1325 SQ FT RESIDENTIAL APARTMENT FOR SALE IN UTTAR BADDA";3;3;8;"VACANT";1325;"DHAKA";8000000;"UTTAR BADDA, BADDA";6037.7358
"1330 SQ FT APARTMENT TO SALE IN JAMAL KHAN, ASHKAR DIGHIR PAR";3;3;1;"VACANT";1330;"CHATTOGRAM";10000000;"ASHKAR DIGHIR PAR, JAMAL KHAN";7518.797
"1331 SQ FT APARTMENT IS NOW AVAILABLE FOR SALE IN SECTOR 4, UTTARA";3;4;1;"VACANT";1331;"DHAKA";16000000;"SECTOR 4, UTTARA";12021.0368
"1332 SQ FT AN APARTMENT IS READY FOR SALE AT IBRAHIMPUR , NEAR MASJIDUL ABRAR";3;3;1;"VACANT";1332;"DHAKA";7326000;"ANANDO ROAD, IBRAHIMPUR";5500.0
"1332 SQ FT RESIDENTIAL APARTMENT IS UP FOR SALE IN DAKKHIN PAIKPARA";3;3;1;"VACANT";1332;"DHAKA";5594400;"DAKKHIN PAIKPARA, MIRPUR";4200.0
"1335 SQUARE FEET APARTMENT READY FOR SALES AT KALAMIA BAZAR ,BAKALIA .";3;3;5;"VACANT";1335;"CHATTOGRAM";5340000;"18 NO. EAST BAKALIA WARD, BAKALIA";4000.0
"1336 SQ FT PREFECT FLAT FOR SALE IN 9 NO. NORTH PAHARTALI WARD, WEST KHULSHI R/A";3;3;7;"VACANT";1336;"CHATTOGRAM";6680000;"WEST KHULSHI R/A, 9 NO. NORTH PAHARTALI WARD";5000.0
"1336 SQ FT SERENE FLAT FOR SALE IN 9 NO. NORTH PAHARTALI WARD";3;3;4;"VACANT";1336;"CHATTOGRAM";8000000;"WEST KHULSHI R/A, 9 NO. NORTH PAHARTALI WARD";5988.024
"1337 SQ FT CONVENIENT APARTMENT FOR IS HERE READY FOR SALE IN 24 NO. NORTH AGRABAD WARD";3;3;4;"VACANT";1337;"CHATTOGRAM";7754600;"24 NO. NORTH AGRABAD WARD, DOUBLE MOORING";5800.0
"1337 SQ FT FLAT FOR SALE IN DOUBLE MOORING, WITH GOOD HOME FACILITIES";3;3;3;"VACANT";1337;"CHATTOGRAM";7754600;"24 NO. NORTH AGRABAD WARD, DOUBLE MOORING";5800.0
"1340 SQ.FT APARTMENT IS FOR SALE CLOSE TO MUSLIM PARA JAME MASJID AT MADHYA AJAMPUR";3;3;3;"VACANT";1340;"DHAKA";6200000;"MADHYA AJAMPUR, DAKSHIN KHAN";4626.8657
"1340 SQUARE FEET DECENT FLAT IS UP FOR SALE IN BAYAZID, RAUFABAD RESIDENTIAL AREA";3;3;4;"VACANT";1340;"CHATTOGRAM";8000000;"RAUFABAD RESIDENTIAL AREA, BAYAZID";5970.1493
"1350 SQ FT APARTMENT FOR SALE IN FOREST INSTITUTE ROAD, WEST SHOLOSHOHOR";3;3;2;"VACANT";1350;"CHATTOGRAM";9300000;"FOREST INSTITUTE ROAD, 7 NO. WEST SHOLOSHOHOR WARD";6888.8889
"1350 SQ FT APARTMENT WITH 3 BEDROOMS FOR SALE IN BAKALIA, NABAB SIRAJ UD DAULA ROAD";3;3;1;"VACANT";1350;"CHATTOGRAM";8000000;"NABAB SIRAJ UD DAULA ROAD, BAKALIA";5925.9259
"1350 SQ FT FLAT FOR SALE IN HALISHAHAR CLOSE TO HALISHAHAR JAME MASJID";3;3;3;"VACANT";1350;"CHATTOGRAM";6800000;"HALISHAHAR ROAD, HALISHAHAR";5037.037
"1350 SQ FT FLAT IS READY TO SALE IN MIRPUR-10";3;3;1;"VACANT";1350;"DHAKA";10150000;"SECTION 10, MIRPUR";7518.5185
"1350 SQ FT FLAT IS SET FOR SALE AT 7 NO. WEST SHOLOSHOHOR WARD";3;3;7;"VACANT";1350;"CHATTOGRAM";7000000;"COSMOPOLITAN R/A, 7 NO. WEST SHOLOSHOHOR WARD";5185.1852
"1350 SQ FT FLAT IS UP FOR SALE AT 15 NO. BAGMONIRAM WARD CLOSE TO SUNMAR SHOPPING MALL";3;4;7;"VACANT";1350;"CHATTOGRAM";8000000;"MEHIDIBAG, 15 NO. BAGMONIRAM WARD";5925.9259
"1350 SQ FT FLAT SALE IN FREE SCHOOL STREET ROAD, KATHALBAGAN";3;3;2;"VACANT";1350;"DHAKA";14200000;"FREE SCHOOL STREET, KATHALBAGAN";10518.5185
"1350 SQ FT READY FLAT FOR SALE IN GAZIPUR WITH UPDATED HOME FACILITIES";3;3;9;"VACANT";1350;"GAZIPUR";4500000;"JOYDEBPUR, GAZIPUR SADAR UPAZILA";3333.3333
"1350 SQ FT RESIDENTIAL APARTMENT FOR SALE IN GAZIPUR, WHICH WILL GIVE YOU A CONTENT RESIDENTIAL EXPERIENCE";3;3;8;"VACANT";1350;"GAZIPUR";4500000;"JOYDEBPUR, GAZIPUR SADAR UPAZILA";3333.3333
"1350 SQ FT RESIDENTIAL FLAT FOR SALE IN MIRPUR";3;3;5;"VACANT";1350;"DHAKA";9500000;"PALLABI, MIRPUR";7037.037
"1350 SQUARE FEET RESIDENTIAL FLAT IS NOW UP FOR SALE IN BASHUNDHARA NEAR INDEPENDENT UNIVERSITY";3;3;1;"VACANT";1350;"DHAKA";12000000;"BLOCK D, BASHUNDHARA R-A";8888.8889
"1360 SFT FLAT IS READY TO SALE AT UTTARA SECTOR 4.";3;3;1;"VACANT";1360;"DHAKA";13000000;"SECTOR 4, UTTARA";9558.8235
"1360 SQUARE FEET FLAT FOR SALE IN 7 NO. WEST SHOLOSHOHOR WARD";3;3;6;"VACANT";1360;"CHATTOGRAM";8000000;"MOHAMMADPUR, 7 NO. WEST SHOLOSHOHOR WARD";5882.3529
"1365 SQ FT FLAT IS UP FOR SALE IN MIRPUR-10";3;3;9;"VACANT";1365;"DHAKA";7507500;"SECTION 10, MIRPUR";5500.0
"1365 SQ FT FLAT WITH 3 BEDROOMS IS UP FOR SALE IN MIRPUR-10";3;3;9;"VACANT";1365;"DHAKA";7507500;"SECTION 10, MIRPUR";5500.0
"1365 SQ FT FLAT WITH FINE RESIDENTIAL PROPERTIES IS FOR SALE IN MIRPUR-10";3;3;5;"VACANT";1365;"DHAKA";7507500;"SECTION 10, MIRPUR";5500.0
"1365 SQ FT FLAT WITH IMPORTANT RESIDENTIAL FEATURES IS FOR SALE IN MIRPUR-10";3;3;3;"VACANT";1365;"DHAKA";7507500;"SECTION 10, MIRPUR";5500.0
"1365 SQ FT FLAT WITH MODERN RESIDENTIAL APPROACHES IS FOR SALE IN MIRPUR-10";3;3;5;"VACANT";1365;"DHAKA";7507500;"SECTION 10, MIRPUR";5500.0
"1365 SQ FT FLAT WITH SERENE BALCONY VIEWS IS FOR SALE IN MIRPUR-10, SENPARA PARBATA";3;3;7;"VACANT";1365;"DHAKA";7507500;"SECTION 10, MIRPUR";5500.0
"1370 SQ FT APARTMENT IS AVAILABLE FOR SALE IN MIDDLE BADDA, ADARSHA NAGAR";3;3;5;"VACANT";1370;"DHAKA";9200000;"MIDDLE BADDA, BADDA";6715.3285
"1370 SQUARE FEET APARTMENT IS READY TO SALE IN SHUKRABAD";3;3;6;"VACANT";1370;"DHAKA";12500000;"SHUKRABAD, DHANMONDI";9124.0876
"1375 SQ. FT. FLAT IS NOW UP FOR SALE LOCATED IN MIRPUR DOHS";3;3;1;"VACANT";1375;"DHAKA";12000000;"MIRPUR DOHS, MIRPUR";8727.2727
"1380 SQ.FT HOME WHICH WILL FULFILL YOUR DESIRE IS NOW VACANT FOR SALE IN NORTH BAGICHAGAON.";3;3;8;"VACANT";1380;"CUMILLA";5520000;"NORTH BAGICHAGAON, BAGICHAGAON";4000.0
"1390 SQ FEET FLAT FOR SALE VERY NEAR TO DARUSSALAM GOVERNMENT PRIMARY SCHOOL";3;3;6;"VACANT";1390;"DHAKA";7665000;"DARUSSALAM, MIRPUR";5514.3885
"14,400 SQ FT RESIDENTIAL FULL BUILDING IS UP FOR SALE IN NORTH PAHARTALI WARD";20;10;1;"VACANT";14400;"CHATTOGRAM";55000000;"LAKE VALLEY R/A, 9 NO. NORTH PAHARTALI WARD";3819.4444
"1400 SQ FT APARTMENT FOR SALE IN AK FAZLUL HAQUE BABU RD, EAST KAZIPARA, MIRPUR";3;3;4;"VACANT";1400;"DHAKA";6300000;"EAST KAZIPARA, MIRPUR";4500.0
"1400 SQ FT APARTMENT IS READY FOR SALE AT MIRPUR, NEAR MIRPUR ADHUNIK HOSPITAL";3;3;1;"VACANT";1400;"DHAKA";8140000;"SECTION 12, MIRPUR";5814.2857
"1400 SQ FT APARTMENT IS READY FOR SALE IN MIRPUR";3;3;9;"VACANT";1400;"DHAKA";8140000;"SECTION 12, MIRPUR";5814.2857
"1400 SQ FT APARTMENT TO SALE IN DEWAN BAZAR NEAR TO SHRI SHRI RAMTHAKUR O JOY BABA LOKNATH KUNJO";3;3;1;"VACANT";1400;"CHATTOGRAM";7700000;"DEWAN BAZAR, BAKALIA";5500.0
"1400 SQ FT APARTMENT TO SALE IN DEWAN BAZAR NEXT TO SHRI SHRI RAMTHAKUR O JOY BABA LOKNATH KUNJO";3;3;3;"VACANT";1400;"CHATTOGRAM";7700000;"DEWAN BAZAR, BAKALIA";5500.0
"1400 SQ FT APARTMENT TO SALE IN GHAT FARHAT BEG BESIDE TO SHRI SHRI RAMTHAKUR O JOY BABA LOKNATH KUNJO";3;3;4;"VACANT";1400;"CHATTOGRAM";7700000;"DEWAN BAZAR, BAKALIA";5500.0
"1400 SQ FT FLAT FOR SALE IN MERUL BADDA";3;3;4;"VACANT";1400;"DHAKA";8500000;"MERUL BADDA, BADDA";6071.4286
"1400 SQ FT FLAT IS AVAILABLE FOR SALE IN MIRPUR 12 NEARBY CITY BANK";3;3;2;"VACANT";1400;"DHAKA";7800000;"SECTION 12, MIRPUR";5571.4286
"1400 SQ FT FLAT IS UP FOR SALE AT 7 NO. WEST SHOLOSHOHOR WARD";3;3;1;"VACANT";1400;"CHATTOGRAM";8500000;"MOHAMMAD PUR ROAD, 7 NO. WEST SHOLOSHOHOR WARD";6071.4286
"1400 SQ FT FLAT WITH 3 BEDROOMS IS UP FOR SALE IN MOHAMMADPUR, MOHAMMADIA HOUSING SOCIETY";3;3;7;"VACANT";1400;"DHAKA";11500000;"MOHAMMADIA HOUSING SOCIETY, MOHAMMADPUR";8214.2857
"1400 SQ FT READY APARTMENT TO SALE IN BAKALIA";3;3;5;"VACANT";1400;"CHATTOGRAM";7700000;"DEWAN BAZAR, BAKALIA";5500.0
"1400 SQ FT RESIDENTIAL APARTMENT FOR SALE AT PALLABI";3;3;2;"VACANT";1400;"DHAKA";7800000;"PALLABI, MIRPUR";5571.4286
"1400 SQ FT RESIDENTIAL APARTMENT FOR SALE IN MIRPUR";3;3;2;"VACANT";1400;"DHAKA";8400000;"AHMED NAGAR, MIRPUR";6000.0
"1400 SQ FT RESIDENTIAL FLAT FOR SALE IN MIRPUR-10";3;3;2;"VACANT";1400;"DHAKA";9200000;"SECTION 10, MIRPUR";6571.4286
"1400 SQ. FT. FLAT IN RACE COURSE IS UP FOR SALE NEAR RACECOURSE CEMETRY";3;3;2;"VACANT";1400;"CUMILLA";5320000;"NORTH RACE COURSE, RACE COURSE";3800.0
"1410 SQ FT READY APARTMENT IS UP FOR SALE IN EAST NASIRABAD";3;3;1;"VACANT";1410;"CHATTOGRAM";8000000;"GOVT GIRLS HIGH SCHOOL ROAD, EAST NASIRABAD";5673.7589
"1412 SQUARE FEET APARTMENT IS UP FOR SALE AT MIRPUR";3;3;8;"VACANT";1412;"DHAKA";7000000;"WEST SHEWRAPARA, MIRPUR";4957.5071
"1415 SQ FT APARTMENT IS READY TO SALE IN DOUBLE MOORING, SARAIPARA";3;3;1;"VACANT";1415;"CHATTOGRAM";5820000;"12 NO. SARAI PARA WARD, DOUBLE MOORING";4113.0742
"1415 SQ FT RESIDENTIAL APARTMENT IS AVAILABLE FOR SALE IN CHOTORA, CUMILLA";3;3;1;"VACANT";1415;"CUMILLA";5660000;"MOGBARI CHOUMOHONI, CHOTORA";4000.0
"1415 SQUARE FEET FLAT IS UP FOR SALE IN MOGBARI CHOUMOHONI";3;3;3;"VACANT";1415;"CUMILLA";5660000;"MOGBARI CHOUMOHONI, CHOTORA";4000.0
"1420 SQFT RESIDENTIAL SPEACE IS FOR SALE, 1ST COLONY, MAZAR ROAD , MIRPUR-1";3;3;2;"VACANT";1420;"DHAKA";10500000;"1ST COLONY, MIRPUR";7394.3662
"1422 SQ FT RESIDENTIAL SPACE IS FOR SALE AT BADDA";3;3;1;"VACANT";1422;"DHAKA";9811800;"JAGANNATHPUR, BADDA";6900.0
"1425 SQ FT APARTMENT FOR SALE IN MIRPUR 12";3;3;5;"VACANT";1425;"DHAKA";11500000;"SECTION 12, MIRPUR";8070.1754
"1425 SQ FT FLAT FOR SALE IN WEST SHEWRAPARA, MIRPUR";3;3;1;"VACANT";1425;"DHAKA";8537500;"WEST SHEWRAPARA, MIRPUR";5991.2281
"1425 SQUARE FEET FLAT IS AVAILABLE FOR SALE IN BASHUNDHARA R-A, BLOCK D";3;3;1;"VACANT";1425;"DHAKA";19950000;"BLOCK D, BASHUNDHARA R-A";14000.0
"1429 SQ FT RESIDENTIAL DUPLEX FOR SALE IN BAYAZID, CHATTOGRAM DOHS CLOSE TO CHATTOGRAM CANTONMENT ENGLISH SCHOOL.";3;4;4;"VACANT";1429;"CHATTOGRAM";8500000;"CHATTOGRAM DOHS, BAYAZID";5948.2155
"1433 SQ FT APARTMENT TO SALE IN BAKALIA";3;3;1;"VACANT";1433;"CHATTOGRAM";9887700;"DEWAN BAZAR, BAKALIA";6900.0
"1435 SQUARE FEET-3 BEDROOM APARTMENT FOR SALES AT BAKALIA CLOSE TO MOOR ALI BAPER JAME MASJID";3;3;6;"VACANT";1435;"CHATTOGRAM";5740000;"18 NO. EAST BAKALIA WARD, BAKALIA";4000.0
"1440 SQ FT FLAT IS SET FOR SALE AT BAYAZID, HILL VIEW R/A";3;3;4;"VACANT";1440;"CHATTOGRAM";6000000;"HILL VIEW R/A, BAYAZID";4166.6667
"1440 SQ FT FLAT WITH 3 BEDROOMS FOR SALE AT BAYAZID, HILL VIEW R/A, BLOCK A";3;3;3;"VACANT";1440;"CHATTOGRAM";6192000;"HILL VIEW R/A, BAYAZID";4300.0
"1440 SQ FT NICE APARTMENT FOR SALE IN BAKALIA";3;3;6;"VACANT";1440;"CHATTOGRAM";9936000;"DEWAN BAZAR, BAKALIA";6900.0
"1440 SQ FT READY FLAT FOR SALE AT BAYAZID";3;3;3;"VACANT";1440;"CHATTOGRAM";6500000;"HILL VIEW R/A, BAYAZID";4513.8889
"1445 SQ FT RESIDENTIAL APARTMENT IS AVAILABLE FOR SALE IN CHOTORA, CUMILLA";3;3;1;"VACANT";1445;"CUMILLA";5780000;"MOGBARI CHOUMOHONI, CHOTORA";4000.0
"1445 SQ FT RESIDENTIAL APARTMENT IS AVAILABLE FOR SALE IN CHOTORA, CUMILLA";3;3;7;"VACANT";1445;"CUMILLA";5780000;"MOGBARI CHOUMOHONI, CHOTORA";4000.0
"1445 SQUARE FEET NICE FLAT FOR SALE IN MOGBARI CHOUMOHONI";3;3;3;"VACANT";1445;"CUMILLA";5785000;"MOGBARI CHOUMOHONI, CHOTORA";4003.4602
"1450 SQ FT APARTMENT FOR SALE IN BASHUNDHARA R-A, BLOCK B";3;3;4;"VACANT";1450;"DHAKA";13100000;"BLOCK B, BASHUNDHARA R-A";9034.4828
"1450 SQ FT APARTMENT IS READY FOR SALE AT 18 NO. EAST BAKALIA WARD";3;3;7;"VACANT";1450;"CHATTOGRAM";6500000;"18 NO. EAST BAKALIA WARD, BAKALIA";4482.7586
"1450 SQ FT READY FLAT FOR SALE IN BASHUNDHARA R/A NEARBY DHAKA BANK LIMITED | ATM BOOTH";3;3;1;"VACANT";1450;"DHAKA";12000000;"BLOCK D, BASHUNDHARA R-A";8275.8621
"1450 SQ FT REMARKABLE FLAT IS UP FOR SALE IN ASHKONA NEARBY HAJJ CAMP MASJID.";3;2;4;"VACANT";1450;"DHAKA";9425000;"ASHKONA, DAKSHIN KHAN";6500.0
"1450 SQ FT VACANT FLAT FOR FAMILY IS READY FOR SALE AT UTTARA CLOSE TO NORTH TOWER";3;3;5;"VACANT";1450;"DHAKA";9500000;"SECTOR 10, UTTARA";6551.7241
"1450 SQUARE FEET FLAT IS AVAILABLE FOR SALE IN NORTH BAGICHAGAON";3;3;9;"VACANT";1450;"CUMILLA";5800000;"NORTH BAGICHAGAON, BAGICHAGAON";4000.0
"1450 SQUARE FEET FLAT WITH AMAZING SUPPLY OF UTILITIES IS UP FOR SALE IN BAGICHAGAON";3;3;10;"VACANT";1450;"CUMILLA";5900000;"NORTH BAGICHAGAON, BAGICHAGAON";4068.9655
"1459 SQ FT APARTMENT IS READY FOR SALE AT UTTARA, NEAR UTTARA MODEL TOWN POST OFFICE";3;3;1;"VACANT";1459;"DHAKA";13500000;"SECTOR 3, UTTARA";9252.913
"1460 SQUARE FEET FLAT FOR SALE IS POSITIONED IN A DESIRABLE PLACE LIKE CHANDGAON RESIDENTIAL AREA";3;3;5;"VACANT";1460;"CHATTOGRAM";8100000;"CHANDGAON RESIDENTIAL AREA, 4 NO CHANDGAON WARD";5547.9452
"1470 SQ FT FLAT IS FOR SALE IN MANSURABAD HOUSING SOCIETY NEARBY BAITUR RAHMAN JAME MOSQUE";3;3;2;"VACANT";1470;"DHAKA";7000000;"MANSURABAD HOUSING SOCIETY, ADABOR";4761.9048
"1485 SQ FEET FLAT FOR SALE IN THE LOCATION OF DARUSSALAM";3;3;2;"VACANT";1485;"DHAKA";8167000;"DARUSSALAM, MIRPUR";5499.6633
"1485 SQ FT APARTMENT WITH 3 BEDROOMS FOR SALE IN MOHAMMADPUR";3;3;4;"VACANT";1485;"DHAKA";13200000;"JAHURI MOHOLLA, MOHAMMADPUR";8888.8889
"1485 SQ FT APARTMENT WITH 3 BEDROOMS FOR SALE IN MOHAMMADPUR";3;3;8;"VACANT";1485;"DHAKA";13200000;"JAHURI MOHOLLA, MOHAMMADPUR";8888.8889
"1500 SQ FT AMAZING FLAT FOR SALE IN WEST RAMPURA, MOHANAGAR HOUSING";3;3;7;"VACANT";1500;"DHAKA";12000000;"WEST RAMPURA, RAMPURA";8000.0
"1500 SQ FT APARTMENT TO SALE IN BAKALIA NEAR KHANKA-E-QUADERIA SAYEDIA TAYABIA BALUAR DIGHI";3;3;2;"VACANT";1500;"CHATTOGRAM";8250000;"DEWAN BAZAR, BAKALIA";5500.0
"1500 SQ FT APARTMENT TO SALE IN BAKALIA NEAR TO KORBANIGONJ MASJID";3;3;2;"VACANT";1500;"CHATTOGRAM";8250000;"DEWAN BAZAR, BAKALIA";5500.0
"1500 SQ FT APARTMENT TO SALE IN KHALIFA POTTY, BAKALIA";3;3;1;"VACANT";1500;"CHATTOGRAM";8250000;"DEWAN BAZAR, BAKALIA";5500.0
"1500 SQ FT FLAT FOR SALE AT 11 NO. SOUTH KATTALI WARD, MAIJ PARA";3;3;5;"VACANT";1500;"CHATTOGRAM";9000000;"MAIJ PARA, 11 NO. SOUTH KATTALI WARD";6000.0
"1500 SQ FT FLAT FOR SALE IN PANCHLAISH, KATALGONJ";3;3;4;"VACANT";1500;"CHATTOGRAM";11000000;"KATALGONJ, PANCHLAISH";7333.3333
"1500 SQ FT FLAT IS AVAILABLE FOR SALE AT PAHARTALI";4;4;11;"VACANT";1500;"CHATTOGRAM";4950000;"12 NO. SARAI PARA WARD, DOUBLE MOORING";3300.0
"1500 SQ FT MODEST FLAT FOR SALE AT DOUBLE MOORING, 24 NO. NORTH AGRABAD WARD";3;3;8;"VACANT";1500;"CHATTOGRAM";8700000;"24 NO. NORTH AGRABAD WARD, DOUBLE MOORING";5800.0
"1500 SQ FT NICE APARTMENT TO SALE IN GHAT FARHAT BEG , BAKALIA";3;3;1;"VACANT";1500;"CHATTOGRAM";8250000;"DEWAN BAZAR, BAKALIA";5500.0
"1500 SQ FT NICE FLAT FOR SALE IN PANCHLAISH, KATALGONJ";3;3;4;"VACANT";1500;"CHATTOGRAM";11000000;"KATALGONJ, PANCHLAISH";7333.3333
"1500 SQ FT READY FLAT FOR SALE IN UTTARA-13";3;4;5;"VACANT";1500;"DHAKA";13500000;"SECTOR 13, UTTARA";9000.0
"1500 SQ FT RESIDENCE IS FOR SALE AT WEST KHULSHI";3;3;6;"VACANT";1500;"CHATTOGRAM";9000000;"WEST KHULSHI, 9 NO. NORTH PAHARTALI WARD";6000.0
"1500 SQUARE FEET -3 BEDROOM LARGE RESIDENTIAL APARTMENT FOR SALE AT AFTAB NAGAR";3;3;1;"VACANT";1500;"DHAKA";8250000;"BLOCK F, AFTAB NAGAR";5500.0
"1504 SQ FT FLAT IS FOR SALE IN THE THRIVING ARENA OF KERANIGANJ";3;3;1;"VACANT";1504;"DHAKA";7100000;"KERANIGANJ";4720.7447
"1510 SQ FT APARTMENT FOR SALE IN BAKALIA, DEWAN BAZAR";3;4;1;"VACANT";1510;"CHATTOGRAM";10419000;"DEWAN BAZAR, BAKALIA";6900.0
"15120 SQ FT FULL BUILDING IS READY TO BE SOLD IN BANASREE, BLOCK F";7;8;1;"VACANT";15120;"DHAKA";85000000;"BLOCK F, BANASREE";5621.6931
"1515 SQ FT RESIDENTIAL APARTMENT FOR SALE IN BANASREE BLOCK G";3;4;9;"VACANT";1515;"DHAKA";12877500;"BLOCK G, BANASREE";8500.0
"1515 SQUARE FEET FLAT IS FOR SALE IN DHANMONDI";3;3;3;"VACANT";1515;"DHAKA";19900000;"ROAD NO 11A, DHANMONDI";13135.3135
"1517 SQ.FT FLAT FOR SALE COVERING A BEAUTIFUL AREA IN COLONEL HAT .";3;3;3;"VACANT";1517;"CHATTOGRAM";8000000;"COLONEL HAT, 10 NO. NORTH KATTALI WARD";5273.5662
"1525 SQ FT APARTMENT FOR SALE IN MURADPUR, NEAR N. MOHAMMAD CONVENTION CENTER";3;4;3;"VACANT";1525;"CHATTOGRAM";14000000;"EAST NASIRABAD, MURADPUR";9180.3279
"1530 SQ FT FLAT IS NOW VACANT FOR SALE IN MEHIDIBAG";3;3;2;"VACANT";1530;"CHATTOGRAM";12000000;"MEHIDIBAG, 15 NO. BAGMONIRAM WARD";7843.1373
"1530 SQ.FT READY APARTMENT IS FOR SALE IN THE LOCATION OF MURADPUR .";3;3;4;"VACANT";1530;"CHATTOGRAM";7650000;"1 NO RAILWAY GATE, MURADPUR";5000.0
"1537 SQUARE FEET FLAT WITH 3 BEDROOMS IS AVAILABLE FOR SALE IN BASHUNDHARA R/A";3;3;5;"VACANT";1537;"DHAKA";14500000;"BLOCK K, BASHUNDHARA R-A";9433.9623
"1544 SQ FT FLAT FOR SALE IN WEST KHULSHI";3;3;8;"VACANT";1544;"CHATTOGRAM";7148000;"WEST KHULSHI R/A, 9 NO. NORTH PAHARTALI WARD";4629.5337
"1545 SQ FT APARTMENT FOR SALE IN WEST WEST KHULSHI R/A";3;3;2;"VACANT";1545;"CHATTOGRAM";7500000;"WEST KHULSHI R/A, 9 NO. NORTH PAHARTALI WARD";4854.3689
"1545 SQ FT FLAT WITH 3 MODEST BEDROOMS FOR SALE IN MIRPUR-2, BLOCK C";3;3;5;"VACANT";1545;"DHAKA";14000000;"SECTION 2, MIRPUR";9061.4887
"1545 SQ FT FLAT WITH GREAT FLOOR PLAN IS FOR SALE IN WEST KHULSHI R/A";3;3;6;"VACANT";1545;"CHATTOGRAM";7725000;"WEST KHULSHI R/A, 9 NO. NORTH PAHARTALI WARD";5000.0
